name,price ($),weight (kg),length (m),width (m),height (m),shipment date,port of loading,Vessel,Dwell after shipping,Customer,Called for inspection
Headphones,86.06,0.47,0.15,0.11,0.2,25/10/2022,Port of Shanghai (China),HANA,12,16,Y
Medium Flat Rate Box,18.87,0.44,0.62,0.47,0.26,16/03/2022,Port of Busan (South Korea),SAKURA,75,14,N
Headphones,118.39,0.38,0.14,0.15,0.2,10/08/2022,Port of Shanghai (China),LINDA,26,5,N
Pallete of Coffee,413.08,847.06,1,0.86,1.34,19/12/2022,Port of Tianjin (China),LINDA,74,3,N
MDF Boards,28.23,5.91,1.45,0.83,0.1,27/04/2022,Port of Singapore (Singapore),HANA,60,13,N
External Hard Drives,490.58,1.55,1,0.6,0.45,26/01/2022,Port of Shanghai (China),HANA,33,4,N
Gaming Console,337.62,2.75,0.42,0.32,0.08,27/07/2022,Port of Shanghai (China),LINDA,12,2,Y
Beach Towel,25.89,0.6,1.17,1.49,0.15,06/08/2022,Port of Tianjin (China),HANA,6,7,Y
Small Bubble Mailer,3.15,0.19,0.11,0.07,0.03,24/08/2022,Port of Shanghai (China),HANA,13,6,Y
Camera,678.1,1.52,0.14,0.14,0.1,27/05/2022,Port of Singapore (Singapore),AURORA,28,3,N
Wine Bottle,13.94,1.42,0.21,0.12,0.33,16/02/2022,Port of Singapore (Singapore),AURORA,26,5,N
Messenger Bag,42.22,1.77,0.33,0.32,0.15,14/04/2022,Port of Singapore (Singapore),AURORA,66,5,N
Big Bag with Food Ingredients,128.68,741.24,1.38,0.83,0.24,25/10/2022,Port of Tianjin (China),HANA,67,9,N
Lawn Sprinkler,14.28,1.85,0.4,0.3,0.16,06/12/2022,Port of Shanghai (China),HANA,12,8,Y
Coffee Beans,28.93,1.22,0.26,0.25,0.16,07/12/2022,Port of Tianjin (China),HANA,65,5,N
Smart Home Devices,354.25,0.39,3.04,1.31,0.49,10/01/2022,Port of Tokyo (Japan),AURORA,35,8,N
Coffee Maker,37.02,2.26,0.46,0.3,0.21,11/05/2022,Port of Busan (South Korea),SAKURA,74,8,N
Pallete of Coffee,383.91,898.63,1.08,0.93,1.22,13/06/2022,Port of Busan (South Korea),SAKURA,64,5,N
Pallete of Cookies,119.3,217.79,1.16,0.88,1.24,04/04/2022,Port of Tokyo (Japan),SERENA,37,11,N
Weed Eater,68.69,5.03,0.97,0.24,0.15,12/06/2022,Port of Shanghai (China),LINDA,33,3,N
Ceramic Tiles,23.14,7.19,0.48,0.21,0.02,26/03/2022,Port of Tianjin (China),LINDA,46,15,N
Desk Chair,123.1,15.31,1.06,0.5,0.99,19/04/2022,Port of Tokyo (Japan),AURORA,33,10,N
Headphones,41.52,0.23,0.19,0.16,0.14,28/06/2022,Port of Busan (South Korea),SAKURA,45,11,N
Lawn Edger,125.32,7.42,0.83,0.35,0.31,30/03/2022,Port of Tianjin (China),LINDA,27,8,N
Snowboard,366.27,4.95,1.35,0.4,0.1,26/02/2022,Port of Singapore (Singapore),HANA,66,1,N
Backpacking Tent,227.01,3.2,2.42,1.88,1.45,,Port of Shanghai (China),LINDA,12,11,Y
Pallete of Clothing,231.94,909.67,1.01,0.98,1.4,26/07/2022,Port of Tianjin (China),LINDA,47,11,N
Sewing Machine,646.02,11.75,0.52,0.66,0.64,28/02/2022,Port of Tokyo (Japan),AURORA,69,9,N
Smartphone Case,19.6,0.08,0.13,0.07,0.02,12/11/2022,Port of Tianjin (China),HANA,8,5,Y
Garden Shovel,21.4,0.97,0.27,0.09,0.03,19/06/2022,Port of Shanghai (China),HANA,33,12,N
Forklift,7680.94,6272.25,2.39,1.82,1.92,20/12/2022,Port of Shanghai (China),LINDA,92,3,N
Small Desk,157.39,16.34,0.77,0.59,0.8,28/05/2022,Port of Tianjin (China),LINDA,46,2,N
Big Bag with Plastic Scraps,178.21,1296.38,1.59,0.92,0.25,05/10/2022,Port of Tianjin (China),HANA,66,9,N
Small Padded Envelope,4.07,0.05,0.12,0.09,0.03,10/12/2022,Port of Busan (South Korea),SAKURA,9,16,Y
Backpack,36.62,1.62,0.29,0.63,0.1,24/11/2022,Port of Singapore (Singapore),AURORA,66,14,N
Bicycle,581.14,10.72,1.53,0.3,0.86,15/05/2022,Port of Tianjin (China),HANA,59,10,N
Resistance Bands,11.42,0.28,0.33,0.02,0.02,21/02/2022,Port of Shanghai (China),LINDA,8,5,Y
Cycling Helmet,49.87,0.71,0.24,0.26,0.25,10/10/2022,Port of Singapore (Singapore),AURORA,6,7,Y
Pallete of Tea,293.88,790.44,1.03,0.95,1.21,03/07/2022,Port of Singapore (Singapore),AURORA,36,6,N
Pallete of Canned Fruit,157.64,455.09,1.06,0.99,1.44,12/02/2022,Port of Singapore (Singapore),AURORA,58,11,N
Canister,16.16,2.99,0.25,0.39,0.25,20/06/2022,Port of Shanghai (China),LINDA,47,17,N
Desk Lamp,27.49,0.6,0.2,0.11,0.45,01/11/2022,Port of Shanghai (China),HANA,12,4,Y
Pallete of Tables,2473.88,5404.66,1.6,1.01,1.32,24/10/2022,Port of Shanghai (China),LINDA,24,16,Y
Small Box,9.24,0.16,0.24,0.27,0.17,09/11/2022,Port of Singapore (Singapore),AURORA,38,17,N
Resistance Loop Bands,31.54,0.23,0.15,0.03,0.03,24/10/2022,Port of Tianjin (China),LINDA,15,6,Y
Resistance Loop Bands,29.4,0.32,0.16,0.02,0.03,08/05/2022,Port of Shanghai (China),LINDA,54,10,N
Garden Shovel,18.14,0.76,0.24,0.09,0.03,16/08/2022,Port of Singapore (Singapore),AURORA,58,2,N
Foam Roller,46.53,1.08,0.4,0.16,0.2,05/12/2022,Port of Busan (South Korea),AMELIA,42,9,N
Drone,1740.8,0.64,1.23,0.78,0.34,18/09/2022,Port of Tokyo (Japan),SERENA,41,12,N
Coffee Beans,36.04,1.5,0.29,0.29,0.2,24/12/2022,Port of Busan (South Korea),SERENA,43,15,N
Microwave Oven,142.5,10.35,0.43,0.51,0.28,28/09/2022,Port of Tianjin (China),LINDA,28,7,N
Box of Chocolate Bar,42.47,2.39,0.78,0.52,0.29,24/02/2022,Port of Busan (South Korea),SERENA,52,9,N
Sofa,713.8,41.04,2.29,1.05,0.51,02/06/2022,Port of Tianjin (China),LINDA,71,2,N
Laptop Sleeve,31.93,0.29,0.31,0.07,0.27,09/01/2022,Port of Busan (South Korea),SAKURA,43,5,N
Pallete of Shoes,1687.1,4641.4,1.08,0.8,1.17,29/07/2022,Port of Singapore (Singapore),AURORA,99,13,N
Duffel Bag,58.38,2.23,0.32,0.41,0.21,09/01/2022,Port of Shanghai (China),LINDA,50,9,N
TV,1835.74,43.9,1.8,1.42,0.36,03/06/2022,Port of Tianjin (China),HANA,8,10,Y
Keyboard,253.47,0.91,1.22,0.37,0.19,17/03/2022,Port of Shanghai (China),LINDA,6,18,Y
Instant Noodle Pack,8.49,0.33,0.12,0.12,0.05,31/01/2022,Port of Busan (South Korea),SERENA,51,4,N
Box of Books,126.38,10.9,0.13,0.38,0.06,05/03/2022,Port of Singapore (Singapore),AURORA,28,14,N
Microwave,73.63,2.25,0.38,0.38,0.25,10/09/2022,Port of Busan (South Korea),AMELIA,37,14,N
Portable Charger,44.09,0.52,0.14,0.06,0.02,03/04/2022,Port of Singapore (Singapore),HANA,71,16,N
Bassinet,147.43,5.76,0.86,0.69,0.64,22/11/2022,Port of Shanghai (China),HANA,36,11,N
Weed Eater,92.72,5.83,1.17,0.27,0.15,24/12/2022,Port of Shanghai (China),LINDA,10,5,Y
Insulation Rolls,18.69,8.2,1.83,0.77,0.1,19/08/2022,Port of Busan (South Korea),SAKURA,64,9,N
Sailboat,121660.55,1249,17.2,5.24,3.26,19/05/2022,Port of Busan (South Korea),SERENA,74,6,N
Piano,4418.61,375.68,1.31,1.78,1.2,10/08/2022,Port of Tianjin (China),LINDA,42,8,N
Pool Table,752.23,152.68,2.12,1.1,0.7,30/06/2022,Port of Shanghai (China),LINDA,18,3,Y
Gardening Gloves,19.69,0.16,0.11,0.09,0.02,21/11/2022,Port of Tokyo (Japan),SAKURA,55,12,N
Laptop Bag,34.67,1.28,0.37,0.35,0.07,20/12/2022,Port of Tianjin (China),LINDA,13,14,Y
Garden Cart,126.77,13.71,0.9,0.65,0.38,27/11/2022,Port of Singapore (Singapore),AURORA,57,4,N
Beach Towel,20.37,0.79,1.95,0.85,0.13,25/03/2022,Port of Tokyo (Japan),AURORA,63,8,N
Speakers,450.99,4.88,0.25,0.37,0.31,02/01/2022,Port of Busan (South Korea),SERENA,29,5,N
Large Box,23.33,0.7,0.77,0.51,0.37,24/02/2022,Port of Busan (South Korea),SAKURA,27,8,N
Air Conditioner,610.1,91.43,1.01,0.3,0.21,04/12/2022,Port of Tianjin (China),LINDA,43,5,N
Box of Books,172.81,5.52,0.14,0.35,0.06,14/06/2022,Port of Singapore (Singapore),AURORA,56,2,N
Coffee Beans,37.06,1.8,0.34,0.24,0.18,20/12/2022,Port of Tokyo (Japan),SERENA,56,16,N
Box of Books,156.68,19.94,0.28,0.27,0.05,02/04/2022,Port of Shanghai (China),LINDA,34,2,N
Pallete of Wine Bottles,320.81,853.88,1.1,0.67,1.05,09/03/2022,Port of Tianjin (China),HANA,27,5,Y
Running Shoes,83.98,0.59,0.32,0.22,0.17,11/06/2022,Port of Tianjin (China),LINDA,12,11,Y
Umbrella,34.79,0.39,0.51,0.19,0.24,22/04/2022,Port of Shanghai (China),LINDA,5,14,Y
Dining Table,940.09,71.98,0.86,1.19,0.76,26/09/2022,Port of Tianjin (China),HANA,35,18,N
Electric Drill,72.12,2.15,0.25,0.21,0.28,19/11/2022,Port of Tianjin (China),LINDA,70,13,N
Suitcase,92.64,3.81,0.61,0.62,0.35,09/08/2022,Port of Tokyo (Japan),SERENA,37,6,N
Box of Crackers,5.36,0.48,0.18,0.08,0.08,08/10/2022,Port of Tianjin (China),HANA,31,7,N
Water Heater,265.78,6.48,0.5,0.35,0.12,28/10/2022,Port of Shanghai (China),LINDA,6,20,Y
Breakfast Bundle,24.52,1.57,0.53,0.47,0.26,30/11/2022,Port of Busan (South Korea),SERENA,38,10,N
Pallete of Frozen Fish,420.59,1100.76,1.12,0.82,1.34,09/01/2022,Port of Singapore (Singapore),AURORA,90,14,N
Drum Set,1148.53,56.37,0.83,0.76,1.37,14/03/2022,Port of Busan (South Korea),SAKURA,65,2,N
Sleeping Bag,76.24,1.71,0.51,0.49,0.12,26/09/2022,Port of Shanghai (China),LINDA,8,10,Y
Gaming Console,697.35,2.16,0.47,0.39,0.06,23/06/2022,Port of Tianjin (China),HANA,15,11,Y
Pallete of Laptops,110921.76,23497.17,0.79,0.46,0.19,09/03/2022,Port of Tianjin (China),HANA,14,12,Y
Pallete of Shoes,483.87,1380.96,1.18,0.88,1.45,15/10/2022,Port of Busan (South Korea),SERENA,76,4,N
Bicycle,474.11,17.28,1.56,0.66,1.1,14/01/2022,Port of Tokyo (Japan),SAKURA,50,7,N
Vacuum Cleaner,251.39,3.61,0.46,0.67,0.4,07/01/2022,Port of Busan (South Korea),SAKURA,41,19,N
Armchair,112.89,32.64,1.39,1.18,0.96,10/01/2022,Port of Tianjin (China),LINDA,46,5,N
Suitcase,40.08,4.9,0.42,0.55,0.31,06/01/2022,Port of Busan (South Korea),AMELIA,55,1,N
Golf Cart,4458.69,486.69,2.27,1.06,1.4,24/07/2022,Port of Tianjin (China),LINDA,46,19,N
Pallete of Books,191.35,821.09,0.62,0.31,1.03,13/01/2022,Port of Tokyo (Japan),SERENA,27,1,N
Medium Box,12.48,0.32,0.5,0.34,0.29,17/07/2022,Port of Singapore (Singapore),HANA,72,14,N
Small Shipping Tube,4.66,0.21,0.24,0.05,0.49,22/08/2022,Port of Shanghai (China),LINDA,68,19,N
Bluetooth Speaker,70.47,1.97,0.29,0.21,0.12,06/03/2022,Port of Tianjin (China),HANA,53,4,N
Yoga Mat,27.06,2.35,1.25,0.74,0.01,25/08/2022,Port of Tianjin (China),LINDA,66,7,N
Pallete of Tires,574.3,1994.07,1.17,1.16,1.28,14/03/2022,Port of Busan (South Korea),SAKURA,103,2,N
Soap Dispenser,11.54,0.53,0.14,0.16,0.29,24/05/2022,Port of Busan (South Korea),SAKURA,58,19,N
Pallete of Orange Juice,159.93,547.78,1.04,0.99,1.3,17/07/2022,Port of Tokyo (Japan),AURORA,38,8,N
Printer,377.08,7.05,0.34,0.23,0.33,08/03/2022,Port of Tianjin (China),HANA,8,13,Y
Mountain Bike,801.6,10.58,1.67,0.81,1.44,23/10/2022,Port of Tokyo (Japan),AURORA,31,10,N
Piano,22241.35,444.34,1.93,0.6,0.93,15/08/2022,Port of Tianjin (China),LINDA,75,3,N
Pallete of Tires,562.76,1696.03,1.44,0.86,1.26,05/02/2022,Port of Shanghai (China),LINDA,90,7,N
Pallete of Chips,137.96,293.6,1.07,0.88,1.43,11/02/2022,Port of Tianjin (China),LINDA,74,17,N
Wetsuit,198.51,1.59,0.68,0.4,0.1,07/05/2022,Port of Singapore (Singapore),AURORA,67,13,N
Pallete of Wine Bottles,335.99,950.39,1.04,1.13,0.27,09/06/2022,Port of Busan (South Korea),SERENA,56,3,N
Pallete of T-shirts,766.25,1993.6,1.03,1.46,0.66,05/06/2022,Port of Tokyo (Japan),SERENA,93,15,N
Whey Protein Powder,47.92,1.73,0.34,0.4,0.12,04/10/2022,Port of Tianjin (China),LINDA,43,11,N
Toaster,34.89,1.09,0.41,0.22,0.15,03/02/2022,Port of Shanghai (China),HANA,11,9,Y
Smart Home Devices,241.92,0.43,1.12,0.53,0.33,03/02/2022,Port of Tianjin (China),HANA,47,12,N
Soap Dispenser,13.83,0.37,0.2,0.14,0.26,28/04/2022,Port of Tokyo (Japan),AURORA,31,16,N
Sewing Machine,486.3,15.08,0.33,0.56,0.42,14/08/2022,Port of Tokyo (Japan),SAKURA,48,15,N
Floor Lamp,40.82,1.08,0.39,0.43,1.05,28/06/2022,Port of Tianjin (China),HANA,11,18,Y
Pallete of Apples,74.53,212.59,1.1,0.81,0.66,28/02/2022,Port of Busan (South Korea),AMELIA,33,18,N
Armchair,132.29,32.55,1.42,0.81,0.92,04/07/2022,Port of Busan (South Korea),AMELIA,70,12,N
Box of Canned Soup,48.79,5.74,0.63,0.31,0.2,11/06/2022,Port of Shanghai (China),LINDA,45,4,N
Bottle of Olive Oil,14.1,0.6,0.39,0.12,0.17,28/06/2022,Port of Shanghai (China),LINDA,9,14,Y
Microwave Oven,141.37,10.77,0.43,0.51,0.28,16/03/2022,Port of Busan (South Korea),AMELIA,70,18,N
PVC Pipes,12.92,4.05,1.61,0.06,0.29,09/01/2022,Port of Busan (South Korea),AMELIA,60,10,N
Cement Bag,41.65,20.53,0.37,0.4,0.35,05/07/2022,Port of Tianjin (China),LINDA,40,10,N
Gaming Console,451.45,3.82,0.21,0.25,0.2,25/07/2022,Port of Singapore (Singapore),HANA,37,18,N
Pallete of Cat Food,151.91,382.33,1.05,0.9,1.32,10/09/2022,Port of Busan (South Korea),SERENA,71,19,N
Headphones,66.19,0.43,0.2,0.15,0.15,07/08/2022,Port of Tianjin (China),LINDA,55,5,N
Gaming Console,667.34,2.64,0.36,0.27,0.07,05/09/2022,Port of Shanghai (China),LINDA,3,11,Y
Pineapple (Canned),68.79,59.11,0.4,0.3,0.3,19/09/2022,Port of Singapore (Singapore),AURORA,31,16,N
Bookshelf,620.81,36.05,1.21,0.73,1.98,28/04/2022,Port of Busan (South Korea),AMELIA,53,15,N
Wheat Flour,45.29,3.91,0.4,0.5,0.3,18/04/2022,Port of Tianjin (China),LINDA,15,14,Y
Healthy Snack Pack,17.74,0.24,0.21,0.14,0.08,27/02/2022,Port of Shanghai (China),LINDA,30,17,N
Duvet,189.7,3.88,2.21,1.79,0.13,20/08/2022,Port of Tianjin (China),LINDA,3,12,Y
Desk Chair,213.77,10.01,1.14,0.8,0.57,16/06/2022,Port of Busan (South Korea),SAKURA,61,16,N
Coffee Table,66.85,11.16,0.81,0.48,0.53,14/06/2022,Port of Busan (South Korea),AMELIA,50,10,N
Resistance Bands,10.81,0.55,0.14,0.06,0.02,02/05/2022,Port of Singapore (Singapore),HANA,67,6,N
Big Bag with Plastic Scraps,175.21,1715.74,1.55,0.78,0.13,07/09/2022,Port of Tianjin (China),LINDA,25,12,Y
Golf Cart,8813.96,750.01,1.57,1.02,1.33,17/12/2022,Port of Tokyo (Japan),SERENA,65,16,N
Lawn Sprinkler,11.61,0.58,0.45,0.24,0.18,21/03/2022,Port of Busan (South Korea),AMELIA,7,9,Y
Toaster,57.4,1.41,0.54,0.24,0.16,23/07/2022,Port of Singapore (Singapore),AURORA,58,18,N
TV Stand,62.12,7.34,0.99,0.5,0.5,13/10/2022,Port of Busan (South Korea),SAKURA,45,4,N
Big Bag with Food Ingredients,149.83,538.94,1.25,0.69,0.19,02/02/2022,Port of Busan (South Korea),AMELIA,47,8,N
Briefcase,49.99,2.55,0.44,0.61,0.22,,Port of Shanghai (China),LINDA,73,7,N
Small Desk,186.38,17.04,0.68,0.74,0.86,09/10/2022,Port of Busan (South Korea),SERENA,74,17,N
Cement Bag,31.56,23.91,0.36,0.31,0.3,24/06/2022,Port of Tianjin (China),HANA,57,16,N
Garden Shears,21.65,0.92,0.26,0.08,0.02,08/01/2022,Port of Singapore (Singapore),AURORA,35,5,N
Pallete of Chairs,1211.14,3161.64,1.32,1.19,1.03,27/07/2022,Port of Busan (South Korea),AMELIA,67,16,N
Measuring Cups and Spoons,18.94,1.19,0.27,0.24,0.11,02/01/2022,Port of Shanghai (China),HANA,25,11,N
Pillows,25.71,1.11,0.26,0.2,0.15,17/06/2022,Port of Tianjin (China),HANA,65,13,N
Laptop Backpack,74.41,1.48,0.45,0.22,0.4,10/10/2022,Port of Tianjin (China),LINDA,32,15,N
Desk Lamp,172.8,1.13,0.13,0.17,0.45,29/06/2022,Port of Busan (South Korea),AMELIA,64,2,N
Big Bag with Debris,103.59,809.08,1.39,1.07,0.16,26/10/2022,Port of Tokyo (Japan),SAKURA,57,9,N
Running Shoes,52.07,0.73,0.31,0.26,0.15,,Port of Tokyo (Japan),SERENA,54,9,N
Keyboard,215,0.52,0.77,0.8,0.3,23/07/2022,Port of Tokyo (Japan),AURORA,46,6,N
Large Shipping Tube,16.58,0.73,0.59,0.46,1.37,27/05/2022,Port of Shanghai (China),LINDA,31,11,N
Lawn Sprinkler,12.27,0.98,0.34,0.19,0.18,17/01/2022,Port of Tianjin (China),LINDA,70,20,N
Medium Shipping Tube,12.41,0.36,0.32,0.13,0.78,11/07/2022,Port of Busan (South Korea),SERENA,69,18,N
Tablets,164.32,0.45,0.74,0.51,0.27,10/06/2022,Port of Shanghai (China),LINDA,6,20,Y
Big Bag with Metal Scraps,150.88,1947.19,1.86,0.76,0.23,22/12/2022,Port of Singapore (Singapore),AURORA,100,3,N
Garden Hose,34.12,3.05,22.08,0.41,0.1,26/02/2022,Port of Tianjin (China),LINDA,4,3,Y
Wine Bottle,15.39,0.91,0.2,0.19,0.35,29/06/2022,Port of Busan (South Korea),AMELIA,45,2,N
Apples,97.01,312.82,0.64,0.6,0.7,22/11/2022,Port of Tianjin (China),LINDA,53,13,N
Insulation Rolls,11.99,7.54,1.32,0.99,0.09,26/07/2022,Port of Tianjin (China),LINDA,65,17,N
Whey Protein Powder,65.23,1.6,0.39,0.37,0.14,22/12/2022,Port of Tianjin (China),LINDA,62,13,N
Small Desk,117.02,29.74,0.71,0.54,0.7,26/05/2022,Port of Tokyo (Japan),AURORA,52,13,N
Toaster,36.41,1.21,0.47,0.3,0.13,28/09/2022,Port of Tianjin (China),LINDA,39,2,N
Large Box,36.8,0.73,0.98,0.42,0.31,09/05/2022,Port of Busan (South Korea),AMELIA,25,17,N
Large Padded Envelope,6.75,0.29,0.21,0.17,0.03,15/01/2022,Port of Singapore (Singapore),HANA,57,6,N
Small Box,5.73,0.29,0.28,0.28,0.16,28/06/2022,Port of Tianjin (China),LINDA,40,9,N
Toaster,48.54,1.84,0.59,0.22,0.1,01/11/2022,Port of Tokyo (Japan),AURORA,39,8,N
Coffee Maker,211.95,1.34,0.42,0.25,0.24,17/12/2022,Port of Singapore (Singapore),AURORA,57,11,N
Pallete of Canned Fruit,145.67,445.2,1.16,0.86,1.25,31/07/2022,Port of Tokyo (Japan),SAKURA,30,6,N
Box of Toys,35.64,3.46,0.29,0.33,0.5,25/03/2022,Port of Singapore (Singapore),AURORA,58,19,N
Foam Roller,29.11,1.01,0.4,0.17,0.15,10/06/2022,Port of Shanghai (China),LINDA,10,17,Y
Foam Roller,31.38,0.95,0.31,0.16,0.2,21/12/2022,Port of Tokyo (Japan),AURORA,59,15,N
Desk Lamp,159.92,1.42,0.16,0.24,0.21,03/10/2022,Port of Tokyo (Japan),SERENA,25,16,N
Extra Large Box,55.79,1.33,1.45,0.74,0.51,03/04/2022,Port of Tianjin (China),HANA,8,15,Y
Fruit Basket,57.83,2.07,0.55,0.31,0.27,23/01/2022,Port of Tokyo (Japan),AURORA,57,6,N
Medium Shipping Tube,13.29,0.29,0.5,0.18,0.58,18/08/2022,Port of Shanghai (China),LINDA,7,5,Y
Backpack,33.9,1.97,0.36,0.35,0.2,05/01/2022,Port of Tokyo (Japan),SERENA,27,2,N
Digital Camera,195.7,0.45,0.12,0.07,0.1,08/03/2022,Port of Tokyo (Japan),SAKURA,25,9,N
Wooden Planks,29.02,14.48,1.34,0.2,0.87,01/09/2022,Port of Tokyo (Japan),SAKURA,28,9,N
Coffee Maker,42.53,1.81,0.44,0.27,0.29,07/04/2022,Port of Tianjin (China),HANA,70,16,N
Pillows,29.69,1.1,0.26,0.3,0.14,28/09/2022,Port of Singapore (Singapore),AURORA,69,17,N
Sleeping Bag,117.17,1.19,0.71,0.6,0.29,15/06/2022,Port of Singapore (Singapore),AURORA,67,14,N
Fan,73.35,5,0.37,0.39,0.3,02/11/2022,Port of Busan (South Korea),SERENA,41,18,N
Camera,1090.09,0.81,0.11,0.14,0.09,07/03/2022,Port of Tokyo (Japan),AURORA,39,7,N
Guitar,196.26,2.49,0.36,0.2,0.17,24/11/2022,Port of Shanghai (China),HANA,39,10,N
Gym Bag,57.27,0.53,0.32,0.27,0.22,29/03/2022,Port of Shanghai (China),LINDA,35,6,N
Large Padded Envelope,10,0.25,0.29,0.15,0.03,23/02/2022,Port of Tokyo (Japan),SERENA,32,9,N
Headphones,73.62,0.27,0.18,0.15,0.07,28/10/2022,Port of Tianjin (China),LINDA,60,5,N
Electric Toothbrush,93.02,0.27,0.16,0.05,0.06,10/09/2022,Port of Tianjin (China),HANA,60,2,N
Weed Whacker,141.15,3.56,0.86,0.27,0.24,31/05/2022,Port of Shanghai (China),LINDA,54,18,N
External Hard Drives,434.19,1.79,0.54,0.38,0.42,15/11/2022,Port of Shanghai (China),HANA,3,4,Y
Box of Canned Soup,44.73,11.84,0.51,0.45,0.19,26/12/2022,Port of Singapore (Singapore),AURORA,29,7,N
Palette Water Bottles,573.11,674.05,1.2,0.85,1,06/09/2022,Port of Tianjin (China),LINDA,19,1,Y
Resistance Bands,15.49,0.6,0.12,0.06,0.03,24/04/2022,Port of Singapore (Singapore),AURORA,26,15,N
Backpack,137.06,1.18,0.23,0.26,0.61,13/12/2022,Port of Tianjin (China),LINDA,71,6,N
Box of Chocolate Bar,49.78,2.77,0.48,0.48,0.22,18/11/2022,Port of Shanghai (China),LINDA,3,17,Y
Smart Home Devices,325,0.44,3.26,1.28,0.39,06/10/2022,Port of Singapore (Singapore),AURORA,38,11,N
External Hard Drives,112.78,1.73,0.81,0.39,0.47,15/10/2022,Port of Tokyo (Japan),SAKURA,58,1,N
Fridge,1074.72,82.79,0.75,0.78,0.53,14/05/2022,Port of Shanghai (China),HANA,65,7,N
Medium Shipping Tube,10.22,0.39,0.35,0.2,0.83,09/05/2022,Port of Tianjin (China),LINDA,37,16,N
Big Bag with Grains,78.6,436.06,1.18,1,0.29,28/04/2022,Port of Tokyo (Japan),AURORA,69,11,N
Coffee Maker,124,2.23,0.21,0.3,0.29,13/10/2022,Port of Tianjin (China),HANA,35,19,N
Pallete of Snacks,105.31,457.77,1.08,0.83,1.28,12/10/2022,Port of Tianjin (China),LINDA,43,14,N
Instant Noodle Pack,5.71,0.25,0.12,0.14,0.09,27/03/2022,Port of Shanghai (China),HANA,14,4,Y
Pallete of Canned Fruit,182.5,487.57,1.18,0.93,1.43,28/12/2022,Port of Singapore (Singapore),AURORA,55,18,N
Weed Whacker,170.44,3.75,0.98,0.22,0.2,09/04/2022,Port of Singapore (Singapore),AURORA,33,16,N
Coffee Maker,140.68,2.14,0.24,0.21,0.25,30/04/2022,Port of Shanghai (China),LINDA,51,3,N
Violin,710.43,1.64,0.21,0.18,0.07,13/02/2022,Port of Busan (South Korea),SERENA,43,11,N
PC Mice,84.34,0.15,1.49,0.52,0.23,23/06/2022,Port of Tokyo (Japan),SAKURA,61,6,N
Yoga Mat,20.66,2.12,1.74,0.8,0.01,14/02/2022,Port of Tokyo (Japan),SERENA,60,2,N
Laptop,1288.61,1.1,0.33,0.38,0.04,27/01/2022,Port of Tianjin (China),LINDA,26,14,N
Small Shipping Tube,6.53,0.2,0.24,0.05,0.43,31/08/2022,Port of Singapore (Singapore),AURORA,70,5,N
Resistance Bands,21.86,0.44,0.11,0.06,0.02,29/04/2022,Port of Busan (South Korea),SERENA,71,2,N
Bathroom Scale,16.33,2.38,0.33,0.36,0.04,03/07/2022,Port of Shanghai (China),HANA,10,17,Y
Pallete of Canned Fruit,180.75,432.5,1.1,0.8,1.23,12/01/2022,Port of Shanghai (China),LINDA,14,6,Y
Mattress,391.67,25.27,1.66,0.89,0.13,03/09/2022,Port of Shanghai (China),LINDA,56,12,N
Motorcycle,2759.72,109.59,2.31,1.16,1.01,11/02/2022,Port of Shanghai (China),LINDA,54,8,N
Roofing Shingles,18.76,6.57,0.69,0.83,0.1,17/02/2022,Port of Tokyo (Japan),SAKURA,61,14,N
Pallete of Books,142.03,954.16,0.62,0.38,1.17,22/04/2022,Port of Tianjin (China),LINDA,51,9,N
Electric Toothbrush,105.78,0.15,0.11,0.05,0.09,27/07/2022,Port of Tianjin (China),LINDA,60,17,N
Breakfast Bundle,30.26,1.15,0.55,0.35,0.23,13/10/2022,Port of Tokyo (Japan),SAKURA,65,8,N
Small Box,5.23,0.14,0.3,0.21,0.18,07/07/2022,Port of Singapore (Singapore),AURORA,41,12,N
Laptop Bag,21.28,1.14,0.39,0.49,0.07,04/10/2022,Port of Tianjin (China),HANA,61,8,N
Bicycle,645.16,9.53,1.48,0.23,1.12,04/03/2022,Port of Tokyo (Japan),SERENA,65,13,N
Tennis Racket,38.73,0.53,0.61,0.3,0.17,01/05/2022,Port of Tokyo (Japan),SERENA,61,8,N
Fan,47.96,4.25,0.34,0.35,0.29,04/02/2022,Port of Busan (South Korea),AMELIA,62,18,N
Sleeping Bag,136.6,1.96,0.76,0.42,0.2,11/03/2022,Port of Tokyo (Japan),AURORA,62,16,N
Medium Shipping Tube,13.44,0.35,0.42,0.12,0.72,20/10/2022,Port of Shanghai (China),HANA,12,3,Y
Big Bag with Glass Scraps,183.54,1280.24,1.65,0.8,0.13,07/12/2022,Port of Tianjin (China),LINDA,23,7,Y
Big Bag with Textile Scraps,111.77,1784.22,1.92,0.98,0.1,31/01/2022,Port of Singapore (Singapore),AURORA,74,14,N
Cookware Set,468.44,6.08,0.4,0.38,0.1,24/08/2022,Port of Busan (South Korea),SAKURA,75,12,N
Snowboard,425.15,2.36,1.23,0.47,0.16,03/10/2022,Port of Shanghai (China),HANA,4,17,Y
Sofa,791.57,38.24,2.4,1.4,0.63,30/12/2022,Port of Singapore (Singapore),AURORA,27,6,N
Pillows,23.71,1.61,0.21,0.3,0.14,20/05/2022,Port of Tianjin (China),LINDA,11,16,Y
